ID,Fullname,City
2519,Eox Xoe,Kuching
2520,Eox Xoe,Wollongong
2521,Eox Xoe,Tashkent
2522,Eox Xoe,Rockhampton
2523,Eox Xoe,Shijiazhuang
2524,Eox Xoe,Manaus
2525,Eox Xoe,Jinan
2526,Eox Xoe,Zapopan
2527,Eox Xoe,Port of Spain
2528,Eox Xoe,Brikama
2529,Eox Xoe,Pontianak
2530,Eox Xoe,Leipzig
2531,Eox Xoe,Accra
2532,Eox Xoe,Papeete
2533,Eox Xoe,Shillong
2534,Eox Xoe,Marseille
2535,Eox Xoe,Guatemala City
2536,Eox Xoe,Nagoya
2537,Eox Xoe,Nagpur
2538,Eox Xoe,La Serena
2539,Eox Xoe,Tiraspol
2540,Eox Xoe,Dushanbe
2541,Eox Xoe,Yekaterinburg
2542,Eox Xoe,Handan
2543,Eox Xoe,Port Said
2544,Eox Xoe,Oslo
2545,Eox Xoe,Canberra
2546,Eox Xoe,Virginia Beach
2547,Eox Xoe,Minsk
2548,Eox Xoe,Shenyang
2549,Eox Xoe,Qingdao
2550,Eox Xoe,Sana'a
2551,Eox Xoe,Sydney
2552,Eox Xoe,Asmara
2553,Eox Xoe,Abuja
2554,Eox Xoe,Castries
2555,Eox Xoe,Reykjavík
2556,Eox Xoe,Greenwich
2557,Eox Xoe,Kanpur
2558,Eox Xoe,Kiev
2559,Eox Xoe,Bridgetown
2560,Eox Xoe,Dibrugarh
2561,Eox Xoe,Jacksonville
2562,Eox Xoe,Lomé
2563,Eox Xoe,Sarajevo
2564,Eox Xoe,Ipoh
2565,Eox Xoe,Cape Town
2566,Eox Xoe,Espoo
2567,Eox Xoe,Bern
2568,Eox Xoe,Hamburg
2569,Eox Xoe,Xining
2570,Eox Xoe,Washington
2571,Eox Xoe,Road Town
2572,Eox Xoe,Moscow
2573,Eox Xoe,Helsinki
2574,Eox Xoe,Kansas City
2575,Eox Xoe,Batticaloa
2576,Eox Xoe,Anchorage
2577,Eox Xoe,Xi'an
2578,Eox Xoe,Chicago
2579,Eox Xoe,Tunis
2580,Eox Xoe,Sydney
2581,Eox Xoe,Lhasa
2582,Eox Xoe,Guadalajara
2583,Eox Xoe,Ipoh
2584,Eox Xoe,Gold Coast
2585,Eox Xoe,Luxembourg (city)
2586,Eox Xoe,Magadan
2587,Eox Xoe,Yokohama
2588,Eox Xoe,Kuching
2589,Eox Xoe,Harbin
2590,Eox Xoe,Honiara
2591,Eox Xoe,Accra
2592,Eox Xoe,Majuro
2593,Eox Xoe,Agartala
2594,Eox Xoe,Srinagar
2595,Eox Xoe,Palikir
2596,Eox Xoe,Sucre
2597,Eox Xoe,Nice
2598,Eox Xoe,Bulawayo
2599,Eox Xoe,Las Vegas
2600,Eox Xoe,Indianapolis
2601,Eox Xoe,Hangzhou
2602,Eox Xoe,Ahmedabad
2603,Eox Xoe,St. George's
2604,Eox Xoe,Sarajevo
2605,Eox Xoe,Moscow
2606,Eox Xoe,Douglas
2607,Eox Xoe,Bogotá
2608,Eox Xoe,Turin
2609,Eox Xoe,Yakutsk
2610,Eox Xoe,Lahore
2611,Eox Xoe,Bandung
2612,Eox Xoe,Hanoi
2613,Eox Xoe,Port Said
2614,Eox Xoe,Düsseldorf
2615,Eox Xoe,Minneapolis
2616,Eox Xoe,Iquitos
2617,Eox Xoe,Tijuana
2618,Eox Xoe,Johannesburg
2619,Eox Xoe,Nukulaelae
2620,Eox Xoe,Saint John
2621,Eox Xoe,Edmonton
2622,Eox Xoe,La Paz
2623,Eox Xoe,Las Vegas
2624,Eox Xoe,Las Palmas de Gran Canaria
2625,Eox Xoe,Chongjin
2626,Eox Xoe,Simferopol
2627,Eox Xoe,Rabat
2628,Eox Xoe,Novosibirsk
2629,Eox Xoe,Bandung
2630,Eox Xoe,Shanghai
2631,Eox Xoe,Cairo
2632,Eox Xoe,Raleigh
2633,Eox Xoe,Lagos
2634,Eox Xoe,Malang
2635,Eox Xoe,Niamey
2636,Eox Xoe,Malabo
2637,Eox Xoe,Honiara
2638,Eox Xoe,Gaborone
2639,Eox Xoe,Mexico City
2640,Eox Xoe,Minneapolis
2641,Eox Xoe,Sri Jayawardenapura-Kotte
2642,Eox Xoe,Tórshavn
2643,Eox Xoe,Atlanta
2644,Eox Xoe,Shillong
2645,Eox Xoe,Rabi Island
2646,Eox Xoe,Cardiff
2647,Eox Xoe,Nairobi
2648,Eox Xoe,Aberdeen
2649,Eox Xoe,Cali
2650,Eox Xoe,Davao City
2651,Eox Xoe,Willemstad
2652,Eox Xoe,Dalian
2653,Eox Xoe,Lucknow
2654,Eox Xoe,South Tarawa
2655,Eox Xoe,La Serena
2656,Eox Xoe,Dodoma
2657,Eox Xoe,Wollongong
2658,Eox Xoe,George Town
2659,Eox Xoe,Rockhampton
2660,Eox Xoe,Cali
2661,Eox Xoe,Quezon City
2662,Eox Xoe,Chongqing
2663,Eox Xoe,Seville
2664,Eox Xoe,Cartagena
2665,Eox Xoe,Okinawa
2666,Eox Xoe,Punta Arenas
2667,Eox Xoe,Conakry
2668,Eox Xoe,Riverside
2669,Eox Xoe,Dubai
2670,Eox Xoe,Davao City
2671,Eox Xoe,Balikpapan
2672,Eox Xoe,Copenhagen
2673,Eox Xoe,Hanoi
2674,Eox Xoe,Dallas
2675,Eox Xoe,Patna
2676,Eox Xoe,Stuttgart
2677,Eox Xoe,San José
2678,Eox Xoe,Nice
2679,Eox Xoe,Muscat
2680,Eox Xoe,Suez
2681,Eox Xoe,Denver
2682,Eox Xoe,Kraków
2683,Eox Xoe,Busan
2684,Eox Xoe,Zapopan
2685,Eox Xoe,Lomé
2686,Eox Xoe,Johannesburg
2687,Eox Xoe,Calgary
2688,Eox Xoe,Macapá
2689,Eox Xoe,Hagåtña
2690,Eox Xoe,Ottawa
2691,Eox Xoe,New York City
2692,Eox Xoe,Tamale
2693,Eox Xoe,Boston
2694,Eox Xoe,Mexico City
2695,Eox Xoe,Vaduz
2696,Eox Xoe,Nice
2697,Eox Xoe,Avarua
2698,Eox Xoe,Basse-Terre
2699,Eox Xoe,Vilnius
2700,Eox Xoe,Albuquerque
2701,Eox Xoe,Lviv
2702,Eox Xoe,Amsterdam
2703,Eox Xoe,Melekeok
2704,Eox Xoe,Mashhad
2705,Eox Xoe,Hargeisa
2706,Eox Xoe,Monaco
2707,Eox Xoe,Córdoba
2708,Eox Xoe,Berlin
2709,Eox Xoe,Chaguanas
2710,Eox Xoe,Yellowknife
2711,Eox Xoe,N'Djamena
2712,Eox Xoe,Saint-Pierre
2713,Eox Xoe,Bursa
2714,Eox Xoe,Khartoum
2715,Eox Xoe,Sana'a
2716,Eox Xoe,Bulawayo
2717,Eox Xoe,Brikama
2718,Eox Xoe,Las Vegas
2719,Eox Xoe,El Aaiún
2720,Eox Xoe,Kobe
2721,Eox Xoe,Rochester
2722,Eox Xoe,Koror
2723,Eox Xoe,Kandy
2724,Eox Xoe,Fort-de-France
2725,Eox Xoe,Odessa
2726,Eox Xoe,Petropavlovsk-Kamchatsky
2727,Eox Xoe,São Tomé
2728,Eox Xoe,Leipzig
2729,Eox Xoe,Dubai
2730,Eox Xoe,Lisbon
2731,Eox Xoe,Phoenix
2732,Eox Xoe,Gaborone
2733,Eox Xoe,Manchester
2734,Eox Xoe,Batticaloa
2735,Eox Xoe,Antofagasta
2736,Eox Xoe,Bangui
2737,Eox Xoe,Makassar
2738,Eox Xoe,Praia
2739,Eox Xoe,Stanley
2740,Eox Xoe,Lyon
2741,Eox Xoe,Rosario
2742,Eox Xoe,Papeete
2743,Eox Xoe,Chihuahua
2744,Eox Xoe,Charlotte
2745,Eox Xoe,Mbabane
2746,Eox Xoe,New York City
2747,Eox Xoe,Serekunda
2748,Eox Xoe,Cali
2749,Eox Xoe,Munich
2750,Eox Xoe,Louisville
2751,Eox Xoe,Recife
2752,Eox Xoe,Bern
2753,Eox Xoe,Pago Pago
2754,Eox Xoe,Qingdao
2755,Eox Xoe,Cincinnati
2756,Eox Xoe,Semarang
2757,Eox Xoe,Accra
2758,Eox Xoe,Baltimore
2759,Eox Xoe,Lubumbashi
2760,Eox Xoe,Brisbane
2761,Eox Xoe,Belgrade
2762,Eox Xoe,Reykjavík
2763,Eox Xoe,Conakry
2764,Eox Xoe,Namangan
2765,Eox Xoe,The Valley
2766,Eox Xoe,Los Angeles
2767,Eox Xoe,Mérida
2768,Eox Xoe,Castries
2769,Eox Xoe,Changchun
2770,Eox Xoe,Charlotte
2771,Eox Xoe,Alofi
2772,Eox Xoe,Ulan Bator
2773,Eox Xoe,Charlotte
2774,Eox Xoe,Huế
2775,Eox Xoe,Casablanca
2776,Eox Xoe,Apia
2777,Eox Xoe,City of San Marino
2778,Eox Xoe,Berlin
2779,Eox Xoe,Aberdeen
2780,Eox Xoe,Havana
2781,Eox Xoe,Malang
2782,Eox Xoe,Lanzhou
2783,Eox Xoe,Nukulaelae
2784,Eox Xoe,Naples
2785,Eox Xoe,Miri
2786,Eox Xoe,Chiang Mai
2787,Eox Xoe,Asunción
2788,Eox Xoe,Zamboanga City
2789,Eox Xoe,Bulawayo
2790,Eox Xoe,Port of Spain
2791,Eox Xoe,Monrovia
2792,Eox Xoe,Avarua
2793,Eox Xoe,Kingston
2794,Eox Xoe,Louisville
2795,Eox Xoe,Shanghai
2796,Eox Xoe,Kharkiv
2797,Eox Xoe,New York City
2798,Eox Xoe,Guadalajara
2799,Eox Xoe,Fort-de-France
2800,Eox Xoe,Lubumbashi
2801,Eox Xoe,Hangzhou
2802,Eox Xoe,Sydney
2803,Eox Xoe,Málaga
2804,Eox Xoe,Chongjin
2805,Eox Xoe,Melbourne
2806,Eox Xoe,Invercargill
2807,Eox Xoe,Chişinău
2808,Eox Xoe,Yekaterinburg
2809,Eox Xoe,Valdivia
2810,Eox Xoe,Karachi
2811,Eox Xoe,Amritsar
2812,Eox Xoe,Rotterdam
2813,Eox Xoe,Juneau
2814,Eox Xoe,Luxor
2815,Eox Xoe,Kansas City
2816,Eox Xoe,Nukuʻalofa
2817,Eox Xoe,Bandung
2818,Eox Xoe,Pattaya
2819,Eox Xoe,Iqaluit
2820,Eox Xoe,Adana
2821,Eox Xoe,Bangalore
2822,Eox Xoe,Port Said
2823,Eox Xoe,Chiang Mai
2824,Eox Xoe,Tucson
2825,Eox Xoe,Lucknow
2826,Eox Xoe,Yakutsk
2827,Eox Xoe,Makassar
2828,Eox Xoe,Gibraltar
2829,Eox Xoe,Bamako
2830,Eox Xoe,Suez
2831,Eox Xoe,Omdurman
2832,Eox Xoe,Jerusalem
2833,Eox Xoe,Samara
2834,Eox Xoe,Canberra
2835,Eox Xoe,Mersin
2836,Eox Xoe,Kyoto
2837,Eox Xoe,Mérida
2838,Eox Xoe,Hat Yai
2839,Eox Xoe,Maseru
2840,Eox Xoe,Jerusalem
2841,Eox Xoe,Hyderabad
2842,Eox Xoe,Port Louis
2843,Eox Xoe,Honiara
2844,Eox Xoe,Davao City
2845,Eox Xoe,Kandy
2846,Eox Xoe,Riyadh
2847,Eox Xoe,Surabaya
2848,Eox Xoe,Patna
2849,Eox Xoe,Ponta Delgada
2850,Eox Xoe,San Juan
2851,Eox Xoe,Invercargill
2852,Eox Xoe,Francistown
2853,Eox Xoe,Sapporo
2854,Eox Xoe,Saint-Pierre
2855,Eox Xoe,Antananarivo
2856,Eox Xoe,Zamboanga City
2857,Eox Xoe,Yakutsk
2858,Eox Xoe,Rabat
2859,Eox Xoe,Glasgow
2860,Eox Xoe,Split (city)
2861,Eox Xoe,Malé
2862,Eox Xoe,Naypyidaw
2863,Eox Xoe,Gaza
2864,Eox Xoe,Hanover
2865,Eox Xoe,Bangui
2866,Eox Xoe,Oslo
2867,Eox Xoe,Fredericton
2868,Eox Xoe,Vitória
2869,Eox Xoe,Mexicali
2870,Eox Xoe,Podgorica
2871,Eox Xoe,Belize City
2872,Eox Xoe,Murmansk
2873,Eox Xoe,Minsk
2874,Eox Xoe,Ljubljana
2875,Eox Xoe,Dongguan
2876,Eox Xoe,Rio Branco
2877,Eox Xoe,Xining
2878,Eox Xoe,Zapopan
2879,Eox Xoe,Dresden
2880,Eox Xoe,Barranquilla
2881,Eox Xoe,Santa Cruz de la Sierra
2882,Eox Xoe,Santa Cruz de Tenerife
2883,Eox Xoe,Boston
2884,Eox Xoe,Cannes
2885,Eox Xoe,Christchurch
2886,Eox Xoe,Bern
2887,Eox Xoe,George Town
2888,Eox Xoe,Nashville
2889,Eox Xoe,George Town
2890,Eox Xoe,Santa Cruz de Tenerife
2891,Eox Xoe,Virginia Beach
2892,Eox Xoe,Stockholm
2893,Eox Xoe,Dar es Salaam
2894,Eox Xoe,Malabo
2895,Eox Xoe,Caracas
2896,Eox Xoe,Taiyuan
2897,Eox Xoe,Santa Cruz de Tenerife
2898,Eox Xoe,Melbourne
2899,Eox Xoe,Jacksonville
2900,Eox Xoe,Lisbon
2901,Eox Xoe,Road Town
2902,Eox Xoe,Magadan
2903,Eox Xoe,Tokyo
2904,Eox Xoe,Edinburgh
2905,Eox Xoe,Lobamba
2906,Eox Xoe,Monterrey
2907,Eox Xoe,Quezon City
2908,Eox Xoe,Livingstone
2909,Eox Xoe,Alofi
2910,Eox Xoe,The Valley
2911,Eox Xoe,Dibrugarh
2912,Eox Xoe,Ottawa
2913,Eox Xoe,Sofia
2914,Eox Xoe,Indianapolis
2915,Eox Xoe,Panama City
2916,Eox Xoe,Gothenburg
2917,Eox Xoe,Chaguanas
2918,Eox Xoe,Juneau
2919,Eox Xoe,Charlotte
2920,Eox Xoe,Baku
2921,Eox Xoe,Tagbilaran
2922,Eox Xoe,Dubai
2923,Eox Xoe,Canberra
2924,Eox Xoe,Abidjan
2925,Eox Xoe,Nashville
2926,Eox Xoe,Thiès
2927,Eox Xoe,Daegu
2928,Eox Xoe,Dakar
2929,Eox Xoe,Belize City
2930,Eox Xoe,Moroni
2931,Eox Xoe,Lucknow
2932,Eox Xoe,El Aaiún
2933,Eox Xoe,Luxor
2934,Eox Xoe,Las Vegas
2935,Eox Xoe,Pretoria
2936,Eox Xoe,Brussels
2937,Eox Xoe,Fairbanks
2938,Eox Xoe,Auckland
2939,Eox Xoe,Lviv
2940,Eox Xoe,Port Louis
2941,Eox Xoe,Xining
2942,Eox Xoe,Dhaka
2943,Eox Xoe,Invercargill
2944,Eox Xoe,Hamburg
2945,Eox Xoe,Conakry
2946,Eox Xoe,Port Moresby
2947,Eox Xoe,Zamboanga City
2948,Eox Xoe,Hamburg
2949,Eox Xoe,Handan
2950,Eox Xoe,London
2951,Eox Xoe,Assis
2952,Eox Xoe,Nicosia
2953,Eox Xoe,Bandar Seri Begawan
2954,Eox Xoe,Beirut
2955,Eox Xoe,Johor Bahru
2956,Eox Xoe,Islamabad
2957,Eox Xoe,Miri
2958,Eox Xoe,Port Elizabeth
2959,Eox Xoe,San José
2960,Eox Xoe,Addis Ababa
2961,Eox Xoe,Mamoudzou
2962,Eox Xoe,Newcastle
2963,Eox Xoe,Mashhad
2964,Eox Xoe,Mumbai
2965,Eox Xoe,Regina
2966,Eox Xoe,Kota Kinabalu
2967,Eox Xoe,Ambon
2968,Eox Xoe,Malmö
2969,Eox Xoe,Pago Pago
2970,Eox Xoe,Jersey City
2971,Eox Xoe,Whitehorse
2972,Eox Xoe,Vancouver
2973,Eox Xoe,Karachi
2974,Eox Xoe,Maseru
2975,Eox Xoe,Miami
2976,Eox Xoe,Washington
2977,Eox Xoe,Kolkata
2978,Eox Xoe,Medellín
2979,Eox Xoe,Lhasa
2980,Eox Xoe,Montreal
2981,Eox Xoe,Murmansk
2982,Eox Xoe,Agartala
2983,Eox Xoe,Huế
2984,Eox Xoe,Tabriz
2985,Eox Xoe,Munich
2986,Eox Xoe,Dushanbe
2987,Eox Xoe,Mata-Utu
2988,Eox Xoe,San Juan
2989,Eox Xoe,Hamilton
2990,Eox Xoe,Ho Chi Minh City
2991,Eox Xoe,Gaza
2992,Eox Xoe,Cebu City
2993,Eox Xoe,Apia
2994,Eox Xoe,Skopje
2995,Eox Xoe,Weno
2996,Eox Xoe,Palma
2997,Eox Xoe,Brasília
2998,Eox Xoe,Phnom Penh
2999,Eox Xoe,Santiago
3000,Eox Xoe,Srinagar
3001,Eox Xoe,Serekunda
3002,Eox Xoe,Kathmandu
3003,Eox Xoe,Saipan
3004,Eox Xoe,Damascus
3005,Eox Xoe,Tabriz
3006,Eox Xoe,Port Moresby
3007,Eox Xoe,Minneapolis
3008,Eox Xoe,Hanga Roa
3009,Eox Xoe,Palembang
3010,Eox Xoe,Ibiza
3011,Eox Xoe,Dammam
3012,Eox Xoe,Pretoria
3013,Eox Xoe,Thessaloniki
3014,Eox Xoe,İzmir
3015,Eox Xoe,Mata-Utu
3016,Eox Xoe,Kunming
3017,Eox Xoe,Nashville
3018,Eox Xoe,Gaziantep
3019,Eox Xoe,Bergen
3020,Eox Xoe,Kano
3021,Eox Xoe,Paris
3022,Eox Xoe,Seoul
3023,Eox Xoe,Kharkiv
3024,Eox Xoe,Ponta Delgada
3025,Eox Xoe,Tel Aviv
3026,Eox Xoe,Durban
3027,Eox Xoe,Dalian
3028,Eox Xoe,Hobart
3029,Eox Xoe,Suva
3030,Eox Xoe,Nicosia
3031,Eox Xoe,Ankara
3032,Eox Xoe,Freetown
3033,Eox Xoe,Leipzig
3034,Eox Xoe,Brazzaville
3035,Eox Xoe,Valencia
3036,Eox Xoe,Port Elizabeth
3037,Eox Xoe,İzmir
3038,Eox Xoe,Medina
3039,Eox Xoe,Port Hedland
3040,Eox Xoe,Lhasa
3041,Eox Xoe,Honiara
3042,Eox Xoe,Nashville
3043,Eox Xoe,Nanjing
3044,Eox Xoe,Oranjestad
3045,Eox Xoe,Funafuti
3046,Eox Xoe,Boston
3047,Eox Xoe,Gangtok
3048,Eox Xoe,City of San Marino
3049,Eox Xoe,Pristina
3050,Eox Xoe,Hobart
3051,Eox Xoe,Paramaribo
3052,Eox Xoe,Rotterdam
3053,Eox Xoe,Birkirkara
3054,Eox Xoe,Yamoussoukro
3055,Eox Xoe,Chittagong
3056,Eox Xoe,San Francisco
3057,Eox Xoe,Niamey
3058,Eox Xoe,New York City
3059,Eox Xoe,Agartala
3060,Eox Xoe,Maputo
3061,Eox Xoe,La Paz
3062,Eox Xoe,Johannesburg
3063,Eox Xoe,Geneva
3064,Eox Xoe,Port Said
3065,Eox Xoe,Tbilisi
3066,Eox Xoe,Guayaquil
3067,Eox Xoe,Sri Jayawardenapura-Kotte
3068,Eox Xoe,Columbus
3069,Eox Xoe,Kuching
3070,Eox Xoe,Kolkata
3071,Eox Xoe,Bandar Seri Begawan
3072,Eox Xoe,Seattle
3073,Eox Xoe,Port Moresby
3074,Eox Xoe,Kharkiv
3075,Eox Xoe,Hamilton
3076,Eox Xoe,Jamestown
3077,Eox Xoe,Macau
3078,Eox Xoe,Vitória
3079,Eox Xoe,Stuttgart
3080,Eox Xoe,Phoenix
3081,Eox Xoe,Malacca Town
3082,Eox Xoe,Santiago de Cuba
3083,Eox Xoe,Banda Aceh
3084,Eox Xoe,Ljubljana
3085,Eox Xoe,Road Town
3086,Eox Xoe,Cologne
3087,Eox Xoe,Pekanbaru
3088,Eox Xoe,Pekanbaru
3089,Eox Xoe,Roseau
3090,Eox Xoe,Mexicali
3091,Eox Xoe,Espoo
3092,Eox Xoe,Malé
3093,Eox Xoe,Palma
3094,Eox Xoe,Quetzaltenango
3095,Eox Xoe,Kuala Lumpur
3096,Eox Xoe,St. John's
3097,Eox Xoe,Aarhus
3098,Eox Xoe,Timbuktu
3099,Eox Xoe,Saskatoon
3100,Eox Xoe,Harbin
3101,Eox Xoe,Bratislava
3102,Eox Xoe,Riga
3103,Eox Xoe,Las Vegas
3104,Eox Xoe,Mecca
3105,Eox Xoe,George Town
3106,Eox Xoe,Geneva
3107,Eox Xoe,Cannes
3108,Eox Xoe,Saipan
3109,Eox Xoe,Douglas
3110,Eox Xoe,Buffalo
3111,Eox Xoe,Kunming
3112,Eox Xoe,Arbil
3113,Eox Xoe,Yaoundé
3114,Eox Xoe,Bamako
3115,Eox Xoe,Nicosia
3116,Eox Xoe,Khartoum
3117,Eox Xoe,Wichita
3118,Eox Xoe,Kolkata
3119,Eox Xoe,Antananarivo
3120,Eox Xoe,Cleveland
3121,Eox Xoe,Rio de Janeiro
3122,Eox Xoe,Chongjin
3123,Eox Xoe,Seoul
3124,Eox Xoe,Regina
3125,Eox Xoe,Bloemfontein
3126,Eox Xoe,Adak
3127,Eox Xoe,Lucknow
3128,Eox Xoe,Santiago de Cuba
3129,Eox Xoe,Pristina
3130,Eox Xoe,Petropavlovsk-Kamchatsky
3131,Eox Xoe,Cayenne
3132,Eox Xoe,Cuiabá
3133,Eox Xoe,Barranquilla
3134,Eox Xoe,Dakar
3135,Eox Xoe,Nagoya
3136,Eox Xoe,Shenyang
3137,Eox Xoe,Córdoba
3138,Eox Xoe,Pontianak
3139,Eox Xoe,San José
3140,Eox Xoe,Nizhny Novgorod
3141,Eox Xoe,Pittsburgh
3142,Eox Xoe,Cardiff
3143,Eox Xoe,Havana
3144,Eox Xoe,Houston
3145,Eox Xoe,Mumbai
3146,Eox Xoe,Miri
3147,Eox Xoe,Tashkent
3148,Eox Xoe,Sapporo
3149,Eox Xoe,Melekeok
3150,Eox Xoe,Medina
3151,Eox Xoe,Pyongyang
3152,Eox Xoe,Alexandria
3153,Eox Xoe,City of San Marino
3154,Eox Xoe,Praia
3155,Eox Xoe,Johor Bahru
3156,Eox Xoe,Iqaluit
3157,Eox Xoe,Adelaide
3158,Eox Xoe,Dodoma
3159,Eox Xoe,Arequipa
3160,Eox Xoe,Hilo
3161,Eox Xoe,Kolkata
3162,Eox Xoe,Blantyre
3163,Eox Xoe,Port Elizabeth
3164,Eox Xoe,Mexicali
3165,Eox Xoe,Tunis
3166,Eox Xoe,Tianjin
3167,Eox Xoe,Macapá
3168,Eox Xoe,Banda Aceh
3169,Eox Xoe,Siem Reap
3170,Eox Xoe,Makati City
3171,Eox Xoe,Salzburg
3172,Eox Xoe,Huế
3173,Eox Xoe,Brisbane
3174,Eox Xoe,Lusaka
3175,Eox Xoe,Bursa
3176,Eox Xoe,Yangon
3177,Eox Xoe,Dunedin
3178,Eox Xoe,Marseille
3179,Eox Xoe,Mwanza
3180,Eox Xoe,St. Louis
3181,Eox Xoe,Nuuk
3182,Eox Xoe,Johor Bahru
3183,Eox Xoe,Providence
3184,Eox Xoe,Livingstone
3185,Eox Xoe,Hyderabad
3186,Eox Xoe,Gaborone
3187,Eox Xoe,Rawalpindi
3188,Eox Xoe,Seville
3189,Eox Xoe,Asmara
3190,Eox Xoe,Miami
3191,Eox Xoe,Kuching
3192,Eox Xoe,Warsaw
3193,Eox Xoe,Jayapura
3194,Eox Xoe,Avarua
3195,Eox Xoe,Chuí
3196,Eox Xoe,Jaipur
3197,Eox Xoe,Koulikoro
3198,Eox Xoe,Qingdao
3199,Eox Xoe,Saint-Pierre
3200,Eox Xoe,Maracaibo
3201,Eox Xoe,Qingdao
3202,Eox Xoe,Edinburgh
3203,Eox Xoe,Mata-Utu
3204,Eox Xoe,Maracaibo
3205,Eox Xoe,Brisbane
3206,Eox Xoe,Ponta Delgada
3207,Eox Xoe,Nizhny Novgorod
3208,Eox Xoe,Geelong
3209,Eox Xoe,Boston
3210,Eox Xoe,Andorra la Vella
3211,Eox Xoe,Dammam
3212,Eox Xoe,Port Elizabeth
3213,Eox Xoe,Malabo
3214,Eox Xoe,Cincinnati
3215,Eox Xoe,Tampa
3216,Eox Xoe,Casablanca
3217,Eox Xoe,Ibiza
3218,Eox Xoe,Cape Town
3219,Eox Xoe,Douala
3220,Eox Xoe,Islamabad
3221,Eox Xoe,Hilo
3222,Eox Xoe,New Orleans
3223,Eox Xoe,Dhaka
3224,Eox Xoe,Sucre
3225,Eox Xoe,Kuwait City
3226,Eox Xoe,Shenyang
3227,Eox Xoe,Amsterdam
3228,Eox Xoe,Beijing
3229,Eox Xoe,Kota Bharu
3230,Eox Xoe,Port Vila
3231,Eox Xoe,Canberra
3232,Eox Xoe,Muscat
3233,Eox Xoe,Paris
3234,Eox Xoe,Nanjing
3235,Eox Xoe,Blantyre
3236,Eox Xoe,Paramaribo
3237,Eox Xoe,Mwanza
3238,Eox Xoe,Cusco
3239,Eox Xoe,Riyadh
3240,Eox Xoe,Macapá
3241,Eox Xoe,Jaipur
3242,Eox Xoe,Astana
3243,Eox Xoe,Saint-Pierre
3244,Eox Xoe,Brikama
3245,Eox Xoe,Montreal
3246,Eox Xoe,Valdivia
3247,Eox Xoe,Jersey City
3248,Eox Xoe,Juneau
3249,Eox Xoe,Xi'an
3250,Eox Xoe,Ilhéus
3251,Eox Xoe,Lubumbashi
3252,Eox Xoe,Mexicali
3253,Eox Xoe,Forked River
3254,Eox Xoe,Chennai
3255,Eox Xoe,Gaborone
3256,Eox Xoe,Asmara
3257,Eox Xoe,Sacramento
3258,Eox Xoe,Oranjestad
3259,Eox Xoe,São José dos Campos
3260,Eox Xoe,Malabo
3261,Eox Xoe,Hanover
3262,Eox Xoe,Cusco
3263,Eox Xoe,Wellington
3264,Eox Xoe,Pune
3265,Eox Xoe,Yerevan
3266,Eox Xoe,Montevideo
3267,Eox Xoe,Changchun
3268,Eox Xoe,Boston
3269,Eox Xoe,Bursa
3270,Eox Xoe,Banjul
3271,Eox Xoe,Taichung
3272,Eox Xoe,Lubumbashi
3273,Eox Xoe,Norilsk
3274,Eox Xoe,Belgrade
3275,Eox Xoe,Recife
3276,Eox Xoe,Chengdu
3277,Eox Xoe,Cork (city)
3278,Eox Xoe,Cologne
3279,Eox Xoe,Portland
3280,Eox Xoe,Geelong
3281,Eox Xoe,Iquique
3282,Eox Xoe,Rawalpindi
3283,Eox Xoe,Guangzhou
3284,Eox Xoe,Lagos
3285,Eox Xoe,Anadyr (town)
3286,Eox Xoe,Port Blair
3287,Eox Xoe,Guatemala City
3288,Eox Xoe,Gaza
3289,Eox Xoe,Geelong
3290,Eox Xoe,Malacca Town
3291,Eox Xoe,The Hague
3292,Eox Xoe,Invercargill
3293,Eox Xoe,Minsk
3294,Eox Xoe,Quetzaltenango
3295,Eox Xoe,Auckland
3296,Eox Xoe,Ankara
3297,Eox Xoe,Taiyuan
3298,Eox Xoe,Bloemfontein
3299,Eox Xoe,Denpasar
3300,Eox Xoe,Punta Arenas
3301,Eox Xoe,Miri
3302,Eox Xoe,Hai Phong
3303,Eox Xoe,Porto Velho
3304,Eox Xoe,Nuuk
3305,Eox Xoe,Brasília
3306,Eox Xoe,Wonsan
3307,Eox Xoe,Warsaw
3308,Eox Xoe,Belmopan
3309,Eox Xoe,Harare
3310,Eox Xoe,Manama
3311,Eox Xoe,San Fernando
3312,Eox Xoe,San Francisco
3313,Eox Xoe,Johannesburg
3314,Eox Xoe,Edmonton
3315,Eox Xoe,New Orleans
3316,Eox Xoe,Lagos
3317,Eox Xoe,Vientiane
3318,Eox Xoe,Perm
3319,Eox Xoe,Banda Aceh
3320,Eox Xoe,Bridgetown
3321,Eox Xoe,Willemstad
3322,Eox Xoe,Washington
3323,Eox Xoe,Pattaya
3324,Eox Xoe,Kraków
3325,Eox Xoe,Tegucigalpa
3326,Eox Xoe,Suez
3327,Eox Xoe,Dammam
3328,Eox Xoe,Cayenne
3329,Eox Xoe,Almaty
3330,Eox Xoe,Dublin
3331,Eox Xoe,Arbil
3332,Eox Xoe,Moroni
3333,Eox Xoe,Niamey
3334,Eox Xoe,Tokyo
3335,Eox Xoe,Andorra la Vella
3336,Eox Xoe,Medan
3337,Eox Xoe,Kingston
3338,Eox Xoe,Nagpur
3339,Eox Xoe,Pristina
3340,Eox Xoe,Providence
3341,Eox Xoe,Road Town
3342,Eox Xoe,Omsk
3343,Eox Xoe,Harbin
